0	1
witodlice he ytt mid manfullum & synfullum	witodlice he etan mid manfull & synfull
& hi cwædon to his leorningcnihtum	& hi cweþan to his leornungcniht
hwi ytt eower lareow & drincð mid manfullum & synfullum	hwy etan ge lareow & drincan mid manfull & synfull
Þa se hælend þis gehyrde he sæde him	þa se hælend þes gehyran he secgan hi
ne beþurfon na ða halan læces ac ða þe untrume synt	ne beþurfan na se hal læce ac se þe untrum wesan
Ne com ic na þæt ic clypode rihtwise ac synfulle	ne cuman ic na þæt ic clypian rihtwis ac synfull
& þa wæron Iohannes leorningcnihtas & Pharisei fæstende	& þa wesan Iohannes leornungcniht & Pharisei fæstan
& þa comon hi & sædon him	& þa cuman hi & secgan he
Hwi fæstað Iohannes leorningcnihtas & Phariseorum	hwy fæstan Iohannes leornungcniht & Pharisei
& þine ne fæstað	& þin ne fæstan
Ða cwæð se hælend	þa cweþan se hælend
cweðe ge	cweþan ge
sceolan þæs brydguman cnihtas fæstan swa lange swa se brydguma mid him is	sculan se brydguma cniht fæstan swa lange swa se brydguma mid hi wesan
Ne magon hi fæstan swa lange tide swa hi ðone brydguman mid him habbað	ne magan hi fæstan swa lang tid swa hi se brydguma mid hi habban
Soðlice þa dagas cumað þonne se brydguma him bið framacyrred	soþlice se dæg cuman þonne se brydguma hi beon framacyrran
& þonne hi fæstað On þam dagum	& þonne hi fæstan on se dæg
Nan man ne siwaþ niwne scyp to ealdum reafe	nan mann ne seowian niwe scip to eald reaf
elles he afyrð þone niwan scyp of þam ealdan reafe	Elles he afyran se niwe scip of se eald reaf
& biþ mare slite	& beon micel slite
& nan man ne deð niwe win on ealde bytta	& nan mann ne don niwe win on eald byt
elles þæt win tobrycð þa bytta	Elles se win tobrecan se byt
& þæt win bið agoten	& se win beon ageotan
& þa bytta forwurðaþ	& se byt forweorþan
ac niwe win sceal beon gedon on niwe bytta	ac niwe win sculan beon gedon on niwe byt
þonne beoð butu gehealden	þonne beon butu gehealdan
Eft wæs geworden þa he restedagum þurh æceras eode his leorningcnihtas ongunnon þa ear pluccigean	eft wesan geweorþan þa he restedæg þurh æcer gan his leornungcniht onginnan se ear pluccian
Þa cwædon Pharisei to him	þa cweþan Pharisei to he
loca nu hwæt þine leorningcnihtas doð þæt him alyfed n æs on restedagum	locian nu hwæt þin leornungcniht don se hi alyfan ne wesan on restedæg
Þa sæde he him	þa secgan he hi
ne rædde ge næfre hwæt dyde Dauid þa hine hingrode & þa ðe mid him wæron	ne rædan ge næfre hwæt don Dauid þa he hyngrian & se ðe mid he wesan
hu he in Godes huse eode under Abiathar þara sacerda ealdre	hu he in God hus gan under Abiathar se sacerd ealdor
& he æt þa ofrunghlafas þe him ne alyfede n æron to etanne buton sacerdon anum	& he etan se offrunghlaf þe he ne alyfan ne wesan to etan butan sacerd an
& he sealde þam ðe mid him wæron	& he sellan se ðe mid he wesan
& he sæde him	& he secgan hi
restedæg wæs geworht for þa men n æs se man for ðam restedæge	restedæg wesan gewyrcan for se mann ne wesan se mann for se restedæg
Witodlice Drihten is mannes sunu eac swylce restedæges	witodlice Dryhten wesan mann sunu eac swilce restedæg
And eft he eode on gesamnunge	and eft he gan on gesamnung
& þar wæs an man forscruncene hand hæbbende	& þær wesan an mann forscrincan hand habban
& hi gymdon hwæþer he on restedagum gehælde þæt hi hine gewregdon	& hi gyman hwæðer he on restedæg gehælan þæt hi he gewregan
Ða cwæð he to ðam men þe forscruncene hand hæfde	þa cweþan he to se mann þe forscrincan hand habban
aris gemang him	arisan gemang hi
Þa cwæð he	þa cweþan he
alyfð restedagum wel to donne hweþer ðe yfele sawla gehælan hweþer ðe forspillan	alyfan restedæg wel to don hweþer þe yfele sawel gehælan hweþer þe forspillan
& hi suwodon	& hi swigian
& hi besceawiende mid yrre ofer hyra heortan blindnesse geunret cwæð to þam men	& hi besceawian mid irre ofer hira heorte blindnes geunretan cweþan to se mann
Aþene þine hand	aþenian þin hand
& he aþenede hi	& he aþenian heo
þa wearð his hand gehæled sona	þa weorþan his hand gehælan sona
Þa Pharisei mid Herodianiscum utgangende þeahtedon ongen hine hu hi hine fordon mihton	se Pharisei mid Herodianisc utgan þeahtian ongeagn he hu hi he fordon magan
& þa ferde se hælend to þære sæ mid his leorningcnihton	& þa feran se hælend to se sæ mid his leorningcniht
& mycel menigeo him fyligde fram Galilea & Iudea & Hierusalem & fram Iudea & begeondan Iordane	& micel menigu he fylgean fram Galilea & Iudea & Hierusalem & fram Iudea & begeondan Iordane
& to him com mycel menegeo ymbe Tirum & Sidone gehyrende þa ðing þe he worhte	& to he cuman micel menigu ymb Tirus & Sidone gehyran se þing þe he wyrcan
& he cwæð to his cnihtum þæt hi him on scipe þenodon for þære menigu þæt hi hine ne ofþrungon	& he cweþan to his cniht þæt hi he on scip þegnian for se menigu þæt hi he ne ofþringan
Soþlice manega he gehælde swa þæt hi æthrinon his	soþlice manig he gehælan swa þæt hi æthrinan he
& swa fela swa untrumnessa & unclæne gastas hæfdon þa hi hine gesawon hi toforan him astrehton & þus cweðende clypedon	& swa fela swa untrumness & unclæne gast habban þa hi he geseon hi toforan he astreccan & þus cweþan clypian
þu eart Godes sunu	þu wesan God sunu
& he him swyðe forbead þæt hi hine ne geswutelodon	& he hi swiðe forbeodan þæt hi he ne geswutelian
& on anne munt he ferde & to him geclypode þa ðe he wolde	& on an munt he feran & to he geclypian se ðe he willan
& hi to him comon	& hi to he cuman
& he dyde þæt hi twelfe mid him wæron	& he don þæt hi twelf mid he wesan
& he hi asende godspell to bodigenne	& he hi asendan godspell to bodian
& he him anweald sealde untrumnessa to hælanne & deofolseocnessa ut to adrifanne	& he hi anweald sellan untrumness to hælan & deofolseocnes ut to adrifan
& he nemde Simon Petrum	& he nemnan Simon Petrus
& Iacobum Zebedei & Iohannem his broðor & him naman onsette Boaneries þæt is ðunres bearn & Andream & Philippum & Bartholomeum & Thomam & Iacobum Alphei & Taddeum & Simonem Chananeum & Iudam Scarioth se hine sealde	& Iacob Zebedeus & Iohannes his broðor & hi nama onsettan Boaneries se wesan þunor bearn & Andreas & Philippus & Bartholomeus & THOMAS & Iacob Alpheus & Taddeus & Simon Chananeus & Iudas Scarioth se he sellan
& eft him to com swa micel menigu þæt hi n æfdon hlaf to etanne	& eft he to cuman swa micel menigu þæt hi ne habban hlaf to etan
& þa hi hine gehyrdon hi ferdon þæt hi hine namon & þus cwædon	& þa hi he gehyran hi feran þæt hi he niman & þus cweþan
Soðlice he is on hatheortnesse gewend	soþlice he wesan on hatheortnes gewendan
& þa boceras þe wendon fram Hierusalem cwædon	& se bocere þe wendan fram Hierusalem cweþan
Soþlice he hæfð Beelzebub	soþlice he habban Beelzebub
& on deofla ealdre he deofulseocnessa ut adrifð	& on Deofol ealdor he deofolseocnes ut adrifan
& he hi togædere geclypode & on bigspellum him to cwæð	& he hi togædere geclypian & on bigspell hi to cweþan
Hu mæg Satanas Satanan ut adrifan	hu mæg Satanas Satanas ut adrifan
& gif his rice on him sylfum bið todæled hu mæg hit standan	& gif his rice on he self beon todælan hu magan hit standan
& gif þæt hus ofer hit sylf ys todæled hu mæg hit standan	& gif se hus ofer hit self wesan todælan hu magan hit standan
& gif Satanas winð ongen hine sylfne he bið todæled	& gif Satanas winnan ongeagn he self he beon todælan
& he standan ne mæg ac hæfð ende	& he standan ne magan ac habban ende
Ne mæg man þone strangan his æhta & his fatu bereafian & on his hus gan buton man þone strangan ærest gebinde & þonne his hus reafige	ne magan mann se strang his æht & his fæt bereafian & on his hus gan butan mann se strang ærest gebinde & þonne his hus reafian
Soðlice ic eow secge þæt ealle synna synd manna bearnum forgyfene & bysmorunga þam ðe hi bysmeriað	soþlice ic ge secgan þæt eal syn wesan mann bearn forgifan & bysmrung se ðe hi bysmerian
Soþlice ic eow secge	soþlice ic ge secgan
se þe ðone halgan gast bysmerað se n æfð on ecnysse forgyfenesse ac bið eces gyltes scyldig	se þe se halig gast bysmerian se ne habban on ecnes forgifness ac beon ece gylt scyldig
Forþam þe hi cwædon	forðam þe hi cweþan
he hæfð unclænne gast	he habban unclæne gast
Þa com to him his modor & his gebroðra & þarute stodon & to him sendon & to him clypedon	þa cuman to he his modor & his gebroðor & þærute standan & to he sendan & to he clypian
& mycel menigu ymb hine sæt and to him cwædon	& micel menigu ymb he sittan and to he cweþan
her is þin modor & þine gebroðra ute & secaþ þe	her wesan þin modor & þin gebroðor ute & secan þu
He þa him andswarode & cwæð	he þa hi andswarian & cweþan
hwylc is min modor & mine gebroþru	hwilc wesan min modor & min gebroðor
& he cwæþ ða behealdende þe him abuton sæton	& he cweþan se behealdan þe he abuton sittan
her is min modor & mine gebroðru	her wesan min modor & min gebroðor
Soðlice se ðe deþ Godes willan se is min modor & min broðor & swustor	soþlice se þe don God willa se wesan min modor & min broðor & sweostor
& eft he ongan hi æt þære sæ læran	& eft he onginnan hi æt se sæ læran
& him wæs mycel menegu to gegaderod swa þæt he on scip eode & on þære sæ wæs & eall seo menegu ymbe þa sæ wæron on lande	& he wesan micel menigu to gegaderian swa þæt he on scip gan & on se sæ wesan & eal se menigu ymb se sæ wesan on land
& he hi fela on bigspellum lærde & him to cwæð on his lare	& he hi fela on bigspell læran & hi to cweþan on his lar
Gehyrað	gehyran
Ut eode se sædere his sæd to sawenne	ut gan se sædere his sæd to sawan
& þa he sew sum feoll wið þone weg	& þa he sawan sum feallan wiþ se weg
& fugelas comon & hit fræton	& fugol cuman & hit fretan
Sum feoll ofer stanscyligean þar hit n æfde mycele eorðan & sona up eode & forþam hit n æfde eorþan þiccnesse	sum feallan ofer stanscealu þær hit ne habban micel eorþ & sona up gan & forðam hit ne habban eorþ þicness
Þa hit up eode seo sunne hit forswælde	þa hit up gan se sunne hit forswælan
& hit forscranc forþam hit wyrtruman n æfde	& hit forscrincan forðam hit wyrttruma ne habban
& sum feoll on þornas	& sum feallan on þorn
þa stigon ða þornas & forðrysmodon þæt	þa stigan se þorn & forþrysmian se
& hit wæstm ne bær	& hit wæstm ne beran
& sum feoll on god land	& sum feallan on god land
& hit sealde uppstigende & wexende wæstm	& hit sellan upstigan & weaxan wæstm
& an brohte þritigfealdne sum syxtigfealdne sum hundfealdne	& an bringan þritigfeald sum sixtigfeald sum hundfeald
And he cwæð	and he cweþan
gehyre se ðe earan hæbbe to gehyranne	gehyran se ðe eare habban to gehyran
& þa he ana wæs hine axodon þæt bigspell þa twelfe þe mid him wæron	& þa he ana wesan he ascian se bigspell se twelf þe mid he wesan
& he sæde him	& he secgan hi
eow is geseald to witanne Godes rices gerynu	ge wesan gesellan to witan God rice gerynu
þam þe ute synt ealle þing on bigspellum gewurþað Þæt hi geseonde geseon & na ne geseon & gehyrende gehyren & ne ongyten þe læs hi hwænne syn gescyrede & him sin hyra synna forgyfene	se þe ute wesan eal þing on bigspell geweorþan þæt hi geseon geseon & na ne geseon & gehyran gehyran & ne ongitan þe læs hi hwanne wesan gesciran & hi wesan hira syn forgifan
Ða sæde he him	þa secgan he hi
ge n yton þis bigspell	ge ne witan þes bigspell
& hu mage ge ealle bigspell witan	& hu magan ge eal bigspell witan
Se þe sæwð word he sæwð	se þe sawan word he sawan
Soðlice þa synt wið þone weg þar þæt word is gesawen	soþlice se wesan wiþ se weg þær se word wesan gesawan
& þonne hi hit gehyrað Sona cymð Satanas & afyrð þæt word þe on heora heortan asawen ys	& þonne hi hit gehyran sona cuman Satanas & afyran se word þe on hira heorte asawan wesan
& þa synt gelice þe synt ofer þa stanscylian gesawen	& se wesan gelice þe wesan ofer se stanscealu gesawan
Sona þænne hi þæt word gehyrað & þæt mid blisse onfoð	sona þonne hi se word gehyran & se mid blis onfon
& hi n abbað wyrtruman on him ac beoð unstaðolfæste	& hi ne habban wyrttruma on hi ac beon unstaþolfæst
& syþþan upcymð deofles costnung & his ehtnys for þam worde	& siððan upcuman Deofol costnung & his ehtnes for se word
Hi synd on þornum gesawen	hi wesan on þorn gesawan
þæt synd þa ðe þæt word gehyrað & of yrmðe & swicdome woroldwelene & oðra gewilnunga þæt word ofþrymsað & synt buton wæstme gewordene	se wesan se þe se word gehyran & of irmþ & swicdom weoroldwela & oðer gewilnung se word ofþrysman & wesan butan wæstm geweorþan
& þa ðe gesawene synt ofer þæt gode land þa synd þe þæt word gehyrað & onfoð & wæstm bringað sum þritigfealdne sum syxtigfealdne & sum hundfealdne	& se ðe gesawan wesan ofer se god land se wesan þe se word gehyran & onfon & wæstm bringan sum þritigfeald sum sixtigfeald & sum hundfeald
He sæde him	he secgan hi
cwyst þu	cweþan þu
cymð þæt leohtfæt þæt hit beo under bydene asett oððe under bedde	cuman se leohtfæt þæt hit beon under byden asettan oððe under bedd
Wite geare þæt hit sy ofer candelstæf asett	witan geare þæt hit wesan ofer candelstæf asettan
Soðlice n is nan ðing behydd þe ne sy geswutelod	soþlice ne wesan nan þing behidan þe ne wesan geswutelian
ne n is digle geworden ac þæt hit openlice cume	ne ne wesan digol geweorþan ac þæt hit openlice cuman
Gehyre gif hwa earan hæbbe to gehyranne	gehyran gif hwa eare habban to gehyran
& he cwæð to him	& he cweþan to hi
warniað hwæt ge gehyran	warenian hwæt ge gehyran
& on þam gemete þe ge metað eow bið gemeten & eow bið geict	& on se gemet þe ge metan ge beon gemetan & ge beon geican
Þam bið geseald þe hæfð	se beon gesellan þe habban
& þam ðe n æfð eac þæt he hæfð him bið ætbroden	& se ðe ne habban eac se he habban he beon ætbredan
& he cwæð	& he cweþan
Godes rice ys swylce man wurpe god sæd on his land & sawe & arise dæges & nihtes & þæt sæd growe & wexe þonne he n at	God rice wesan swilce mann weorpan god sæd on his land & sawan & arisan dæg & niht & se sæd growan & weaxan þonne he ne witan
Soðlice sylfwilles seo eorðe wæstm berað ærest gærs syððan ear syþþan fullne hwæte on þam eare	soþlice selfwilles se eorþ wæstm beran ærest gærs siððan ear siððan full hwæte on se ear
And þonne se wæstm hine forðbringð sona he sent his sicol forþam þæt rip æt is	and þonne se wæstm he forþbringan sona he sendan his sicol forðam se rip æt wesan
& eft he cwæð	& eft he cweþan
for hwam geanlicie we heofena rice	for hwa geanlician we heofon rice
oððe hwylcum bigspelle wiðmete we hit	oððe hwilc bigspell wiþmetan we hit
Swa swa senepes sæd	swa swa senep sæd
þonne hit bið on eorðan gesawen hit is ealra sæda læst þe on eorðan synt	þonne hit beon on eorþ gesawan hit wesan eal sæd lytel þe on eorþ wesan
